PamKlgMap1I	2024-03-10	N	Series|NA|Idol Throwdown|v. 3.0	
1585	co	TheLuxem	ay	Logec	2
1695	co	TheLuxem	ay	Logec	2
1908	bo	Kemo	ko	Exslide	2
2125	bo	Kemo	ko	Exslide	2
2429	ko	Exslide	ay	Logec	2
2566	ko	Exslide	ay	Logec	1
2765	ko	Exslide	ay	Logec	2
2886	ko	Exslide	ay	Logec	2
3114	ko	Kemo	so	Zerobass	1
3203	ko	Kemo	so	Zerobass	1
3390	ko	Exslide	bo	Kemo	1
3523	ko	Exslide	ko	Kemo	1
3729	ko	Exslide	ol	Kemo	1
3928	ko	Exslide	ay	Logec	2
4143	ko	Exslide	ay	Logec	1
4386	ko	Exslide	ay	Logec	2
4513	ko	Exslide	ay	Logec	1
4690	ko	Exslide	ay	Logec	1
4812	ko	Exslide	ay	Logec	2
4969	ko	Exslide	ay	Logec	2
5141	ko	Exslide	ay	Logec	1
5268	ko	Exslide	ay	Logec	2

kdSxRNmAdjI	2024-11-24	N	v. 4.1|EU|Series|Bloodflame Tournament|Cross-Region|NA|SA	
883	ak	Edward Yolag	ko	Kemo	2
1092	ak	Edward Yolag	ko	Kemo	1
1236	ak	Edward Yolag	ko	Kemo	1
1571	ak	Edward Yolag	co	AaronCube	1
1755	ak	Edward Yolag	co	AaronCube	1
2059	ko	Exslide	ol	Ajosac96	1
2740	ko	Exslide	ol	Ajosac96	1
3064	ak	AaronCube	in	Nekuro	1
3186	ak	AaronCube	in	Nekuro	1
3534	ol	Ajosac96	ko	Kemo	1
3631	ol	Ajosac96	ko	Kemo	1
3968	ak	Edward Yolag	ko	Exslide	1
4075	ak	Edward Yolag	ko	Exslide	2
4260	ak	Edward Yolag	ko	Exslide	1
4459	ak	Edward Yolag	ko	Exslide	1
4746	co	AaronCube	ol	Ajosac96	1
4836	co	AaronCube	ol	Ajosac96	1
5105	co	AaronCube	ko	Exslide	1
5267	co	AaronCube	ko	Exslide	1
5368	co	AaronCube	ko	Exslide	1
5626	co	AaronCube	ak	Edward Yolag	1
5750	co	AaronCube	ak	Edward Yolag	2
5864	co	AaronCube	ak	Edward Yolag	2
6066	co	AaronCube	ak	Edward Yolag	1
6208	co	AaronCube	ak	Edward Yolag	1
6315	co	AaronCube	ak	Edward Yolag	2
6471	co	AaronCube	ak	Edward Yolag	1
6577	co	AaronCube	ak	Edward Yolag	1
6825	co	AaronCube	ak	Edward Yolag	1

V8XlsmX4dhg	2024-12-16	N	v. 4.1|SA|Liga2024|Top 8|FT3	
8	pe	LudgerKant	fu	MDX	2
207	pe	LudgerKant	fu	MDX	1
349	pe	LudgerKant	fu	MDX	1
541	pe	LudgerKant	ko	MDX	1
1214	su	DamianR95	fu	SEDEX | Encomenda	1
1439	su	DamianR95	fu	SEDEX | Encomenda	1
1616	su	DamianR95	fu	SEDEX | Encomenda	1
1791	bo	Seishin	ay	Beltenebris	1
1989	bo	Seishin	ay	Beltenebris	1
2172	bo	Seishin	ay	Beltenebris	2
2289	bo	Seishin	ay	Beltenebris	1
2860	su	DamianR95	bo	Seishin	1
3029	su	DamianR95	bo	Seishin	2
3234	su	DamianR95	bo	Seishin	2
3375	su	DamianR95	bo	Seishin	2
3497	ko	MDX	su	DamianR95	2
3607	ko	MDX	su	DamianR95	2
3736	fu	MDX	su	DamianR95	2
3964	pe	LudgerKant	fu	SEDEX | Encomenda	1
4110	pe	LudgerKant	fu	SEDEX | Encomenda	1
4222	pe	LudgerKant	fu	SEDEX | Encomenda	1
5238	su	DamianR95	pe	LudgerKant	2
5423	su	DamianR95	pe	LudgerKant	2
5610	su	DamianR95	pe	LudgerKant	2
5809	bo	Seishin	pe	LudgerKant	2
6015	bo	Seishin	pe	LudgerKant	2
6196	bo	Seishin	pe	LudgerKant	1
6397	bo	Seishin	pe	LudgerKant	2

YWmJz0C7xvM	2024-11-17	N	v. 4.1|SA|Beginner	
1021	su	Voltzu	ay	Amelia	1
1197	su	Voltzu	ay	Amelia	1
1450	co	Gastón	ol	GuillotineD	2
1585	co	Gastón	ol	GuillotineD	1
1778	co	Gastón	ol	GuillotineD	1
2235	bo	KID_DRILLER	in	Sylpher	2
2329	bo	KID_DRILLER	in	Sylpher	2
2739	ko	Clamm	bo	Talaleto	2
2925	ko	Clamm	bo	Talaleto	2
3507	ay	Em484	co	Order Kyo	2
3727	ay	Em484	co	Order Kyo	2
3938	ay	AquaJuan	su	Voltzu	2
4088	ay	AquaJuan	su	Voltzu	1
4322	ay	AquaJuan	su	Voltzu	1
4561	in	Sylpher	co	Gastón	1
4701	in	Sylpher	co	Gastón	1
4948	bo	Talaleto	pe	joelinhus	2
5185	bo	Talaleto	pe	joelinhus	1
5304	bo	Talaleto	pe	joelinhus	2
5566	fu	Nabbori	co	Order Kyo	2
5785	fu	Nabbori	co	Order Kyo	1
5966	fu	Nabbori	so	Order Kyo	2
6288	ay	AquaJuan	in	Sylpher	2
6490	ay	AquaJuan	in	Sylpher	2
6838	so	Order Kyo	pe	joelinhus	1
6947	so	Order Kyo	pe	joelinhus	2
7097	so	Order Kyo	pe	joelinhus	1
7536	su	Voltzu	pe	joelinhus	2
7727	su	Voltzu	pe	joelinhus	1
7841	su	Voltzu	pe	joelinhus	2
8110	fu	Nabbori	ay	AquaJuan	1
8336	fu	Nabbori	ay	AquaJuan	2
8530	fu	Nabbori	ay	AquaJuan	1
10419	fu	Nabbori	pe	joelinhus	1
10577	fu	Nabbori	pe	joelinhus	1
11314	so	Order Kyo	fu	Nabbori	1
11457	so	Order Kyo	fu	Nabbori	1
11701	so	Order Kyo	fu	Nabbori	2
12024	so	Order Kyo	fu	Nabbori	1

_lkOGnRMMzE	2024-11-30	N	v. 4.1|SA|Torneo	
866	ay	GrayFokxx	ay	Vitu Pyrope	2
1019	ay	GrayFokxx	ay	Vitu Pyrope	2
1367	ay	Demi	fu	Sark0	1
1457	ay	Demi	fu	Sark0	1
1714	ay	AquaJuan	su	Voltzu	2
1940	ay	AquaJuan	su	Voltzu	2
2332	ol	Ajosac96	pe	LudgerKant	2
2439	ol	Ajosac96	pe	LudgerKant	2
2749	su	Voltzu	ay	Vitu Pyrope	2
2965	su	Voltzu	ay	Vitu Pyrope	2
3277	ak	Mukyo	co	TotoroXVI	1
3399	ak	Mukyo	co	TotoroXVI	1
4202	co	Mukyo	su	DamianR95	1
4385	co	Mukyo	su	DamianR95	1
4771	pe	LudgerKant	ay	Vitu Pyrope	1
4918	pe	LudgerKant	ay	Vitu Pyrope	1
5340	ko	MDX	ol	Ajosac96	1
5441	ko	MDX	ol	Ajosac96	2
5590	ko	MDX	ol	Ajosac96	1
5966	ay	GrayFokxx	ko	Ozone	1
6107	ay	GrayFokxx	ko	Ozone	1
6314	ko	MDX	ay	Vitu Pyrope	1
6559	ko	MDX	ay	Vitu Pyrope	1
6833	su	DamianR95	ay	GrayFokxx	1
6956	su	DamianR95	ay	GrayFokxx	1
7198	ak	Mukyo	pe	LudgerKant	2
7384	co	Mukyo	pe	LudgerKant	2
7566	in	Mukyo	pe	LudgerKant	2
7932	su	DamianR95	ko	MDX	1
8100	su	DamianR95	ko	MDX	1
8327	su	DamianR95	co	Mukyo	1
8523	su	DamianR95	co	Mukyo	1
8693	su	DamianR95	co	Mukyo	2
8934	su	DamianR95	co	Mukyo	1
9354	su	DamianR95	pe	LudgerKant	1
9612	su	DamianR95	pe	LudgerKant	1
9839	su	DamianR95	pe	LudgerKant	2
10123	su	DamianR95	pe	LudgerKant	2
10381	su	DamianR95	pe	LudgerKant	2

My66p6poKzY	2024-12-29	N	v. 4.1|SA|Exhibition|FT5	
7766	bo	Seishin	su	DamianR95	1
7887	bo	Seishin	su	DamianR95	1
8075	bo	Seishin	su	DamianR95	2
8237	bo	Seishin	su	DamianR95	2
8365	bo	Seishin	su	DamianR95	1
8515	bo	Seishin	su	DamianR95	1
8691	bo	Seishin	su	DamianR95	2
8802	bo	Seishin	su	DamianR95	2
9025	bo	Seishin	su	DamianR95	1

gO_j0Y1DdIY	2024-12-08	N	v. 4.1|EU|Series|Bloodflame Tournament|Cross-Region|NA|SA	
1344	ak	Edward Yolag	ay	Novella	2
1438	ak	Edward Yolag	ay	Novella	1
1644	ak	Edward Yolag	ay	Novella	1
2122	ak	Edward Yolag	pe	LudgerKant	2
2320	ak	Edward Yolag	pe	LudgerKant	2
2636	ak	Library	fu	SEDEX | Encomenda	2
2772	ak	Library	fu	SEDEX | Encomenda	2
3114	ak	Edward Yolag	ay	Bloo	1
3289	ak	Edward Yolag	ay	Bloo	2
3482	ak	Edward Yolag	ay	Bloo	1
3802	co	AaronCube	fu	SEDEX | Encomenda	2
4009	co	AaronCube	fu	SEDEX | Encomenda	2
4348	ay	wazim	pe	LudgerKant	2
4489	ay	wazim	pe	LudgerKant	1
4636	ay	wazim	pe	LudgerKant	1
4894	ak	Edward Yolag	ko	Exslide	1
5154	ak	Edward Yolag	ko	Exslide	2
5362	ak	Edward Yolag	ko	Exslide	2
5650	ay	Novella	ak	Library	2
5811	ay	Novella	ak	Library	2
6144	ko	Exslide	in	AaronCube	1
6259	ko	Exslide	in	AaronCube	1
6567	ak	Library	pe	LudgerKant	1
6727	ak	Library	pe	LudgerKant	2
6817	ak	Library	pe	LudgerKant	2
7061	ay	wazim	fu	SEDEX | Encomenda	2
7226	ay	wazim	fu	SEDEX | Encomenda	2
7344	ay	wazim	fu	SEDEX | Encomenda	2
7568	ko	Exslide	pe	LudgerKant	2
7673	ko	Exslide	pe	LudgerKant	1
7794	ko	Exslide	pe	LudgerKant	1
8117	ko	Exslide	ay	wazim	2
8239	ko	Exslide	ay	wazim	2
8430	ko	Exslide	ay	wazim	2
8689	ay	wazim	fu	SEDEX | Encomenda	2
8801	fu	wazim	fu	SEDEX | Encomenda	1
8897	fu	wazim	fu	SEDEX | Encomenda	2
9038	fu	wazim	fu	SEDEX | Encomenda	1
9108	fu	wazim	fu	SEDEX | Encomenda	1
9244	fu	wazim	fu	SEDEX | Encomenda	2
9381	fu	wazim	fu	SEDEX | Encomenda	2
9490	fu	wazim	fu	SEDEX | Encomenda	2

oc-N6AIxa_0	2024-12-22	N	v. 4.1|EU|Series|Bloodflame Tournament|Cross-Region|NA|SA	
1154	ak	Edward Yolag	in	AaronCube	2
1307	ak	Edward Yolag	in	AaronCube	1
1459	ak	Edward Yolag	in	AaronCube	2
1756	ak	Edward Yolag	ol	Ajosac96	2
1923	ak	Edward Yolag	ol	Ajosac96	2
2127	ko	J3	ko	MDX	1
2262	ko	J3	pe	MDX	1
2528	in	wazim	in	Nekuro	2
2653	in	wazim	in	Nekuro	2
2996	co	AaronCube	ko	J3	2
3165	co	AaronCube	ko	J3	2
3371	in	Nekuro	ko	Exslide	2
3579	in	Nekuro	ko	Exslide	1
3767	in	Nekuro	ko	Exslide	1
3957	in	wazim	in	AaronCube	1
4140	in	wazim	in	AaronCube	1
4348	in	Nekuro	ko	J3	2
4570	in	Nekuro	ko	J3	1
4671	in	Nekuro	ko	J3	1
4889	in	Nekuro	fu	J3	1
5209	in	wazim	ko	Exslide	2
5484	in	wazim	ko	Exslide	1
5679	in	wazim	ko	Exslide	1
6051	in	wazim	ol	J3	2
6217	in	wazim	ol	J3	2
6430	in	wazim	ol	J3	2
6738	ol	J3	in	Nekuro	1
6927	ol	J3	in	Nekuro	1
7145	ol	J3	in	Nekuro	1
7252	ol	J3	in	Nekuro	1
7436	ol	J3	in	Nekuro	2
7636	ol	J3	in	Nekuro	1
7783	ol	J3	in	Nekuro	1

biKXdCPdG6s	2024-12-14	N	v. 4.1|JP/SEA|Series|Japan Night Showdown	
13	pe	Bob	ak	tetora	1
122	pe	Bob	ak	tetora	1
306	pe	Bob	ak	tetora	2
443	pe	Bob	ak	tetora	1

odjSyz3lAa4	2024-12-14	N	v. 4.1|JP/SEA|Series|Japan Night Showdown	
12	fu	zttiro	ak	tetora	2
181	fu	zttiro	ak	tetora	2

8vlke5vWbTw	2024-12-14	N	v. 4.1|JP/SEA|Series|Japan Night Showdown	
14	so	matoi	ak	tetora	2
197	so	matoi	ak	tetora	2

lX2eOwD-UJ8	2024-12-14	N	v. 4.1|JP/SEA|Series|Japan Night Showdown	
13	fu	zttiro	pe	Bob	2
191	fu	zttiro	pe	Bob	2

LfJR7KbbEtU	2024-12-14	N	v. 4.1|JP/SEA|Series|Japan Night Showdown	
16	pe	mohikan	pe	Bob	2
134	pe	mohikan	pe	Bob	2

zIWq_5oSyFA	2024-12-14	N	v. 4.1|JP/SEA	
10	su	EmErgy	ko	Hot Cocoa	1
121	su	EmErgy	ko	Hot Cocoa	1
334	su	EmErgy	ko	Hot Cocoa	1
440	su	EmErgy	ko	Hot Cocoa	2
546	su	EmErgy	ko	Hot Cocoa	1
717	su	EmErgy	ko	Hot Cocoa	2
927	su	EmErgy	ko	Hot Cocoa	1
1027	su	EmErgy	ko	Hot Cocoa	1
1224	su	EmErgy	ko	Hot Cocoa	1
1330	su	EmErgy	ko	Hot Cocoa	1
1478	su	EmErgy	ko	Hot Cocoa	1
1649	su	EmErgy	ko	Hot Cocoa	1
1850	su	EmErgy	ko	Hot Cocoa	2
1956	su	EmErgy	ko	Hot Cocoa	1
2084	su	EmErgy	ko	Hot Cocoa	2
2203	su	EmErgy	ko	Hot Cocoa	1
2363	su	EmErgy	ko	Hot Cocoa	2
2544	su	EmErgy	ko	Hot Cocoa	1
2747	su	EmErgy	ko	Hot Cocoa	1
2822	su	EmErgy	ko	Hot Cocoa	2
2970	su	EmErgy	ko	Hot Cocoa	1
3096	su	EmErgy	ko	Hot Cocoa	1
3261	su	EmErgy	ko	Hot Cocoa	1
3465	su	EmErgy	ko	Hot Cocoa	2
3593	su	EmErgy	ko	Hot Cocoa	2
3768	su	EmErgy	ko	Hot Cocoa	1
3861	su	EmErgy	ko	Hot Cocoa	2
4053	su	EmErgy	ko	Hot Cocoa	2
4159	su	EmErgy	ko	Hot Cocoa	1
4263	su	EmErgy	ko	Hot Cocoa	2
4405	su	EmErgy	ko	Hot Cocoa	1
4535	su	EmErgy	ko	Hot Cocoa	1

1mQYz5VL1Os	2024-12-14	N	v. 4.1|JP/SEA|Series|Japan Night Showdown	
16	ol	knsk	fu	zttiro	1
160	ol	knsk	fu	zttiro	2
324	ol	knsk	fu	zttiro	2

X081sBUjE5A	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
12	fu	Mizu?	so	lamdan5C	1
167	fu	Mizu?	su	lamdan5C	2
361	fu	Mizu?	su	lamdan5C	2

3v119gLI_4s	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
34	ay	neddie	ay	teto2nd	1
193	ay	neddie	ay	teto2nd	2
365	ay	neddie	ay	teto2nd	2

vXEewlHu0bY	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
15	so	lamdan5C	pe	mohikan	2
197	so	lamdan5C	pe	mohikan	1
374	so	lamdan5C	pe	mohikan	1

ig8YniyFQHs	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
17	ak	LLon_Nu13	fu	zttiro	2
188	ak	LLon_Nu13	fu	zttiro	2

yMRBHxriqkI	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
41	so	nerumesi	pe	Bob	2
194	so	nerumesi	pe	Bob	2

8AljLLh_zs0	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
17	ol	knsk	bo	heavy_ixia	2
183	ol	knsk	bo	heavy_ixia	2

yXddYLme6b8	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
22	ay	teto2nd	in	fmittsu	2
119	ay	teto2nd	in	fmittsu	1
262	ay	teto2nd	in	fmittsu	1

xTPHtVfkZeI	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
27	so	matoi	ay	yo_ma142	1
285	so	matoi	ay	yo_ma142	2
448	so	matoi	ay	yo_ma142	1

Jcsa6Z6HBOs	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
31	bo	syu_my_man	co	sekiyuo	1
278	bo	syu_my_man	co	sekiyuo	1

ezbmnszO8PY	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
16	su	Koushun	ak	tetora	2
245	su	Koushun	ak	tetora	1
504	su	Koushun	ak	tetora	1

HDg5F9jm210	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
41	so	lamdan5C	fu	zttiro	2
289	ko	lamdan5C	fu	zttiro	2

Zh1ymJouCmw	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
24	ay	teto2nd	so	matoi	2
225	ay	teto2nd	so	matoi	1
351	ay	teto2nd	so	matoi	1

5e-StmXUo-A	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
25	bo	heavy_ixia	pe	Bob	1
185	bo	heavy_ixia	pe	Bob	1

Md4LP_DfgKE	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
21	bo	syu_my_man	su	Koushun	2
250	bo	syu_my_man	su	Koushun	2

T65U_RtFBLE	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
20	fu	zttiro	bo	heavy_ixia	1
224	fu	zttiro	bo	heavy_ixia	1

3Uw8qRZdt9I	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
20	ay	teto2nd	su	Koushun	2
225	ay	teto2nd	su	Koushun	2

LSl-rmwfUDw	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
18	fu	zttiro	su	Koushun	2
174	fu	zttiro	su	Koushun	2
343	fu	zttiro	su	Koushun	2

jfcInVBnOts	2024-11-03	N	v. 4.1|JP/SEA|1.5th Anniversary Showdown	
32	su	Koushun	pe	Bob	2
227	su	Koushun	pe	Bob	2
398	su	Koushun	pe	Bob	1
564	su	Koushun	pe	Bob	1
779	su	Koushun	pe	Bob	2
938	su	Koushun	pe	Bob	1
1144	su	Koushun	pe	Bob	2
1330	su	Koushun	pe	Bob	1
1458	su	Koushun	pe	Bob	2
1611	su	Koushun	pe	Bob	2

UtyD9U51RZo	2024-11-16	N	v. 4.1|JP/SEA|Series|Japan Night Showdown	
27	co	tetora	ko	Hot Cocoa	2
226	co	tetora	ko	Hot Cocoa	2

039rVC4WEVU	2024-11-16	N	v. 4.1|JP/SEA|Series|Japan Night Showdown	
17	pe	mohikan	ko	Hot Cocoa	2
133	pe	mohikan	ko	Hot Cocoa	2

8gMPXIoo100	2024-11-16	N	v. 4.1|JP/SEA|Series|Japan Night Showdown	
17	pe	mohikan	bo	heavy_ixia	2
189	pe	mohikan	bo	heavy_ixia	2

NUgPVJuws0w	2024-11-16	N	v. 4.1|JP/SEA|Series|Japan Night Showdown	
16	ko	Hot Cocoa	bo	heavy_ixia	2
211	ko	Hot Cocoa	bo	heavy_ixia	2
339	ko	Hot Cocoa	bo	heavy_ixia	2
549	ko	Hot Cocoa	bo	heavy_ixia	2
756	ko	Hot Cocoa	bo	heavy_ixia	2
890	ko	Hot Cocoa	bo	heavy_ixia	1
1066	ko	Hot Cocoa	bo	heavy_ixia	2

_JB8bjeAxyE	2024-11-30	N	v. 4.1|JP/SEA|Series|Japan Night Showdown	
14	ak	tetora	pe	mohikan	2
107	ak	tetora	pe	mohikan	1
233	ak	tetora	pe	mohikan	1

MSYqgHYvdqk	2024-11-30	N	v. 4.1|JP/SEA|Series|Japan Night Showdown	
18	pe	mohikan	fu	Mizu?	2
129	pe	mohikan	fu	Mizu?	1
298	pe	mohikan	fu	Mizu?	2

BZTPaymatMM	2024-11-30	N	v. 4.1|JP/SEA|Series|Japan Night Showdown	
14	ak	tetora	fu	Mizu?	1
141	ak	tetora	fu	Mizu?	1
289	ak	tetora	fu	Mizu?	1

O7qu9FWBYFM	2024-12-20	L	v. 4.1|Major|CEOtaku VIII	
265	ak	LLon_Nu13	pe	Ryazo	1
343	ak	LLon_Nu13	pe	Ryazo	1
534	ak	LLon_Nu13	pe	Ryazo	1
1091	ay	Bloo	su	GearDragon	1
1210	ay	Bloo	su	GearDragon	1
1815	co	CrunchyFrog	ko	Cruelhaus	1
2007	co	CrunchyFrog	ko	Cruelhaus	1
2536	co	CrunchyFrog	ay	Bloo	2
2712	co	CrunchyFrog	ay	Bloo	2
3180	pe	Ryazo	ol	Bloo	2
3289	pe	Ryazo	ol	Bloo	2
3463	pe	Ryazo	ol	Bloo	1
3593	pe	Ryazo	ol	Bloo	1
3751	pe	Ryazo	ay	Bloo	2
4168	ak	LLon_Nu13	ay	Bloo	2
4289	ak	LLon_Nu13	ay	Bloo	1
4393	ak	LLon_Nu13	ay	Bloo	2
4570	ak	LLon_Nu13	ay	Bloo	1
4733	ak	LLon_Nu13	ay	Bloo	1

9QzO1H1nSSU	2024-10-13	N	v. 4.1|NA|Series|Showdown Festival|Cross-Region|EU|SA	
664	fu	Violingolfer	ak	Edward Yolag	2
829	fu	Violingolfer	ak	Edward Yolag	2
1075	ay	Basilica Bloom	ay	Akuadynasty	2
1245	ay	Basilica Bloom	ay	Akuadynasty	2
1541	ko	Exslide	ko	Mastah_CJ	1
1723	ko	Exslide	ko	Mastah_CJ	2
1879	ko	Exslide	ko	Mastah_CJ	1
2262	ay	Akuadynasty	in	Schwi	1
2406	ay	Akuadynasty	in	Schwi	2
2503	ay	Akuadynasty	in	Schwi	1
2863	in	AaronCube	ko	Exslide	2
3035	in	AaronCube	ko	Exslide	1
3276	in	AaronCube	ko	Exslide	2
3607	ko	Mastah_CJ	ak	Edward Yolag	1
3776	ko	Mastah_CJ	ak	Edward Yolag	1
4023	fu	Keyboard Noah	fu	Violingolfer	2
4143	ak	Keyboard Noah	fu	Violingolfer	2
4439	ko	Mastah_CJ	in	Schwi	1
4561	ko	Mastah_CJ	in	Schwi	2
4782	ko	Mastah_CJ	in	Schwi	2
5095	fu	Violingolfer	in	AaronCube	1
5271	fu	Violingolfer	in	AaronCube	2
5500	fu	Violingolfer	in	AaronCube	1
5805	pe	Akuadynasty	ko	Exslide	2
6003	ay	Akuadynasty	ko	Exslide	1
6138	ay	Akuadynasty	ko	Exslide	1
6312	ay	Akuadynasty	ko	Exslide	2
6456	ay	Akuadynasty	ko	Exslide	1
6729	fu	Violingolfer	in	Schwi	1
6973	fu	Violingolfer	in	Schwi	1
7208	fu	Violingolfer	ko	Exslide	2
7394	fu	Violingolfer	ko	Exslide	1
7591	fu	Violingolfer	ko	Exslide	1
7699	fu	Violingolfer	ko	Exslide	1

9UdhmNwfgvk	2024-11-17	N	v. 4.1|NA|Series|Showdown Festival|Cross-Region|EU	
1166	ol	Bloo	co	Kemo	1
1335	ol	Bloo	co	Kemo	1
1554	ay	Novella	fu	Keyboard Noah	2
1716	ay	Novella	fu	Keyboard Noah	1
1855	ay	Novella	fu	Keyboard Noah	2
2087	su	Slimjim8345	ol	J3	2
2205	su	Slimjim8345	ol	J3	2
2461	ay	wazim	ol	Bloo	1
2563	ay	wazim	ol	Bloo	2
2731	pe	wazim	ol	Bloo	1
2982	fu	Keyboard Noah	ko	Exslide	2
3152	fu	Keyboard Noah	ko	Exslide	1
3312	fu	Keyboard Noah	ko	Exslide	2
3643	ol	J3	pe	wazim	2
3769	ol	J3	pe	wazim	1
3916	ol	J3	pe	wazim	1
4219	co	AaronCube	ko	Exslide	1
4365	co	AaronCube	ko	Exslide	2
4585	co	AaronCube	ko	Exslide	1
4788	ay	Novella	ol	Bloo	2
4963	ay	Novella	ol	Bloo	1
5112	ay	Novella	ol	Bloo	1
5314	fu	Keyboard Noah	ko	Cruelhaus	2
5545	ak	Keyboard Noah	ko	Cruelhaus	1
5665	ak	Keyboard Noah	ko	Cruelhaus	2
5989	ko	Exslide	ay	Novella	1
6141	ko	Exslide	ay	Novella	2
6320	ko	Exslide	ay	Novella	1
6688	pe	wazim	ko	Cruelhaus	1
6834	pe	wazim	ko	Cruelhaus	1
7199	co	AaronCube	ol	J3	2
7334	co	AaronCube	ol	J3	2
7476	co	AaronCube	ol	J3	2
7837	pe	wazim	ko	Exslide	1
8025	pe	wazim	ko	Exslide	1
8371	pe	wazim	co	AaronCube	1
8472	pe	wazim	co	AaronCube	1
8642	pe	wazim	co	AaronCube	1
8883	fu	wazim	ol	J3	1
8983	fu	wazim	ol	J3	2
9090	fu	wazim	ol	J3	1
9248	fu	wazim	ol	J3	1
9358	fu	wazim	ol	J3	1
9486	fu	wazim	ol	J3	2
9630	fu	wazim	ol	J3	2
9763	fu	wazim	ol	J3	2

bkP302NYZD8	2024-12-15	N	v. 4.1|NA|Series|Showdown Festival|Cross-Region|EU|SA	
1888	ay	Novella	co	AaronCube	1
2012	ay	Novella	co	AaronCube	2
2174	ay	Novella	co	AaronCube	2
2421	su	Slimjim8345	ko	Exslide	2
2638	su	Slimjim8345	ko	Exslide	2
2897	ko	J3	ay	Basilica Bloom	1
3547	co	CrunchyFrog	ol	Ajosac96	2
3660	co	CrunchyFrog	ol	Ajosac96	2
4160	co	AaronCube	ko	Exslide	2
4302	co	AaronCube	ko	Exslide	1
4427	co	AaronCube	ko	Exslide	2
4730	ko	J3	ol	Ajosac96	2
4862	ko	J3	ol	Ajosac96	1
5015	ko	J3	ol	Ajosac96	1
5207	su	Slimjim8345	ay	Novella	2
5340	su	Slimjim8345	ay	Novella	2
5549	ay	Basilica Bloom	co	CrunchyFrog	2
5645	ay	Basilica Bloom	co	CrunchyFrog	1
5781	ay	Basilica Bloom	co	CrunchyFrog	1
6377	ol	Ajosac96	ay	Novella	2
6504	ol	Ajosac96	ay	Novella	1
6711	ol	Ajosac96	ay	Novella	1
7135	ay	Basilica Bloom	co	AaronCube	2
7231	ay	Basilica Bloom	co	AaronCube	2
7495	so	J3	ko	Exslide	1
7629	so	J3	ko	Exslide	1
7831	so	J3	ko	Exslide	1
8217	co	AaronCube	ol	Ajosac96	1
8339	co	AaronCube	ol	Ajosac96	1
8513	co	AaronCube	ko	Exslide	2
8693	co	AaronCube	ko	Exslide	2
8837	co	AaronCube	ko	Exslide	2
9129	ko	Exslide	ko	J3	2
9298	ko	Exslide	ko	J3	2
9482	ko	Exslide	ko	J3	2

4vlnaVLLAeE	2025-01-05	N	v. 4.1|Guerilla Showdown|NA|EU|SA|Cross-Region	
671	fu	Keyboard Noah	ay	Bloo	1
904	fu	Keyboard Noah	ay	Bloo	2
1033	fu	Keyboard Noah	ay	Bloo	2
1377	ay	Novella	su	Skylight	2
1505	ay	Novella	su	Skylight	2
1816	su	Slimjim8345	ol	Ajosac96	2
1946	su	Slimjim8345	ol	Ajosac96	1
2078	su	Slimjim8345	ol	Ajosac96	2
2301	ay	Bloo	su	Skylight	2
2454	ay	Bloo	su	Skylight	2
2704	ko	Cruelhaus	su	Slimjim8345	2
2839	ko	Cruelhaus	su	Slimjim8345	2
3098	ol	Ajosac96	ko	Exslide	2
3221	ol	Ajosac96	ko	Exslide	2
3487	su	Slimjim8345	ko	MDX	1
3674	su	Slimjim8345	ko	MDX	2
3766	su	Slimjim8345	ko	MDX	2
3984	fu	Keyboard Noah	ol	Ajosac96	1
4130	fu	Keyboard Noah	ol	Ajosac96	2
4275	fu	Keyboard Noah	ol	Ajosac96	2
4498	ay	Bloo	ko	MDX	1
4655	ay	Bloo	ko	MDX	1
4929	ko	Exslide	su	Skylight	1
5170	ko	Exslide	su	Skylight	2
5317	ko	Exslide	su	Skylight	2
5512	ko	Exslide	su	Skylight	2
5750	ay	Bloo	ol	Ajosac96	2
5868	ay	Bloo	ol	Ajosac96	1
5986	ay	Bloo	ol	Ajosac96	2
6420	ko	Exslide	ol	Ajosac96	2
6611	ko	Exslide	ol	Ajosac96	2
